date,player,session_type,duration,total_distance_m,running_m,HSR_m,sprint_m,HI_m,acc_cnt,dec_cnt,high_acc_cnt,high_dec_cnt,player_load
2024.11.25,Leonardo DiCaprio,FULL TRAINING,01:19:00,8001,667,522,157,679,343,342,9,4,153.67534250144865
2024-09-24,Chris Hemsworth,FULL TRAINING,01:30:00,9511,934,52,18,71,182,114,25,0,338.42010229336336
2024.09.16,Mark Wahlberg,FULL TRAINING,01:14:00,7927,84,334,333,375,166,53,12,6,190.9996366794237
2025-05-17,Chris Hemsworth,OFFICIAL MATCH,00:56:00,5553,2524,839,305,1145,546,619,34,16,1044.4391104745748
2025-01-13,Gerard Butler,FULL TRAINING,01:44:00,7339,2514,265,14,280,487,478,12,5,504.5117492287623
2025-04-10,George Clooney,FULL TRAINING,01:03:00,8101,243,441,440,488,278,242,8,37,769.7135068216921
2025-04-08,Chris Hemsworth,FULL TRAINING,00:59:00,7218,235,162,10,172,274,256,23,0,323.37771917929336
2025-05-17,Leonardo DiCaprio,OFFICIAL MATCH,01:38:00,10302,1529,742,677,1419,527,509,64,294,998.0820312130257
2024-08-27,Jamie Foxx,FULL TRAINING,00:46:00,2288,479,104,5,109,296,374,11,2,424.11348435867137
2024.07.02,Cristiano Ronaldo,FULL TRAINING,01:19:00,3030,686,144,55,199,217,129,2,35,430.6448680711005
2024-06-18,Ryan Reynolds,FULL TRAINING,01:06:00,3842,935,97,11,109,159,194,16,74,437.7850468822668
2025-05-09,Gerard Butler,FULL TRAINING,01:25:00,8690,739,216,67,283,220,373,8,6,695.9537142649235
2024-09-04,Robert Downey Jr.,FULL TRAINING,01:27:00,9679,493,59,3,62,331,395,5,7,416.6632855415751
2024-06-24,Leonardo DiCaprio,FULL TRAINING,01:23:00,1636,1014,1013,12,1026,343,356,15,2,901.4843774582871
2025.05.21,Robert Downey Jr.,FULL TRAINING,01:18:00,8284,1327,242,5,247,194,94,6,1,936.0001528859848
2024-11-02,Justin Timberlake,OFFICIAL MATCH,00:48:00,6845,2103,563,144,707,476,541,66,169,896.6256839312341
2025-04-10,John Cena,FULL TRAINING,01:29:00,8570,284,52,52,85,215,225,14,7,577.0583923419807
2025-02-03,George Clooney,FULL TRAINING,01:13:00,2721,1053,721,83,805,125,94,30,9,642.2750410174049
2024-10-29,Gerard Butler,FULL TRAINING,00:57:00,1460,198,169,13,182,353,446,12,26,0.0
2024.11.16,Gerard Butler,OFFICIAL MATCH,01:35:00,9172,3379,332,20,353,445,538,41,22,739.9462648400016
2024-07-06,Vin Diesel,OFFICIAL MATCH,01:38:00,11827,1209,757,42,799,483,531,48,13,988.121512695997
2024-08-10,Chris Hemsworth,OFFICIAL MATCH,01:40:00,9522,2104,359,239,598,277,372,38,49,511.20806531767937
2025-01-13,Jason Momoa,FULL TRAINING,01:41:00,6675,1270,85,42,127,333,363,21,18,1042.4339261919492
2024-08-09,Adam Sandler,FULL TRAINING,01:13:00,4760,471,127,54,182,193,101,11,6,336.93807551650855
2025-04-01,Robert Downey Jr.,FULL TRAINING,01:47:00,6912,540,500,9,510,149,50,35,11,813.9330856974842
2025-02-06,Vin Diesel,FULL TRAINING,01:25:00,7014,2194,263,13,277,373,318,54,36,600.9229109669789
2024.11.25,Justin Timberlake,FULL TRAINING,01:01:00,4906,456,288,143,432,276,129,6,5,366.8540160468894
2024-12-10,Vin Diesel,FULL TRAINING,01:09:00,5306,554,554,13,567,278,184,9,2,533.5151991217534
2025-04-24,Robert Downey Jr.,FULL TRAINING,01:41:00,9109,464,64,20,85,345,179,27,19,432.62574538998484
2025-03-03,Mark Wahlberg,FULL TRAINING,01:28:00,9316,905,130,89,219,340,391,12,3,1272.9159296688233
2024.12.12,Jason Momoa,FULL TRAINING,01:08:00,2694,257,213,51,265,141,91,11,28,816.6034004051987
2024-11-05,Cristiano Ronaldo,FULL TRAINING,00:48:00,4247,97,134,134,176,162,166,9,14,1028.0694061601987
2024-11-28,Gerard Butler,FULL TRAINING,01:05:00,10567,308,39,39,60,120,177,15,17,295.15640249454736
2025-03-25,Usain Bolt,FULL TRAINING,01:45:00,11144,346,60,16,76,278,208,10,15,1119.0021798868627
2025-04-04,George Clooney,FULL TRAINING,01:22:00,6523,862,118,4,122,151,122,11,22,674.9458423642252
2025-01-13,Usain Bolt,FULL TRAINING,01:08:00,5036,1212,154,27,181,396,414,11,13,818.2167147566652
2024.11.02,Mark Wahlberg,OFFICIAL MATCH,01:31:00,11120,1411,342,217,559,424,481,47,114,791.2966389993999
2024-12-12,Chris Hemsworth,FULL TRAINING,01:03:00,4255,579,90,2,92,179,202,10,46,770.4032263292601
2024-10-02,Jamie Foxx,FULL TRAINING,00:57:00,4873,377,158,87,245,297,303,7,19,948.5478320593536
2024-09-07,Leonardo DiCaprio,OFFICIAL MATCH,01:07:00,7827,1566,564,563,1008,469,447,18,73,1192.5958395643252
2024.07.08,Mark Wahlberg,FULL TRAINING,00:58:00,4765,1096,180,21,202,198,115,10,24,831.4958205762632
2024.09.05,Justin Timberlake,FULL TRAINING,01:20:00,5155,481,59,7,67,210,332,7,24,127.16068906972197
2025.05.24,Jamie Foxx,OFFICIAL MATCH,01:39:00,11430,1323,800,90,891,597,399,32,47,785.5258225515579
2024-10-29,John Cena,FULL TRAINING,01:23:00,7447,601,191,3,194,341,354,23,2,579.58301737859
2025-04-09,Justin Timberlake,FULL TRAINING,01:50:00,10052,966,41,5,47,254,300,4,148,536.4017232715208
2024-11-04,Mark Wahlberg,FULL TRAINING,01:20:00,9313,518,71,59,131,181,25,53,4,333.7589276146162
2024-10-16,Jason Momoa,FULL TRAINING,01:08:00,5896,589,75,9,85,250,355,23,8,586.1884309034905
2025-03-13,Robert Downey Jr.,FULL TRAINING,01:40:00,7686,1030,183,25,208,362,231,8,75,619.1733045208755
2024-10-16,Vin Diesel,FULL TRAINING,01:01:00,3707,514,50,1,51,158,154,13,2,214.25520252625716
2024-10-30,Gerard Butler,FULL TRAINING,01:14:00,7413,314,33,33,55,372,361,13,96,864.7794194854058
2024-12-06,Gerard Butler,FULL TRAINING,01:22:00,7927,476,205,46,251,266,271,13,16,395.1272222398578
2025.03.31,Gerard Butler,FULL TRAINING,01:04:00,6653,1353,87,10,97,283,299,12,10,764.7071180848845
2024-09-22,John Cena,OFFICIAL MATCH,01:05:00,5569,935,366,62,429,508,563,15,197,1030.2497585860956
2024-06-28,Cristiano Ronaldo,FULL TRAINING,01:24:00,9057,444,443,127,570,447,372,16,71,481.53161499877615
2025-05-20,George Clooney,FULL TRAINING,01:11:00,8133,1073,1073,34,1108,266,138,10,2,913.1309476368049
2024-09-18,Usain Bolt,FULL TRAINING,02:02:00,10629,449,449,33,482,325,382,22,9,679.9509625173299
2024-09-04,Jamie Foxx,FULL TRAINING,01:36:00,4969,341,340,46,387,226,334,21,50,439.49346161516763
2025-05-08,Robert Downey Jr.,FULL TRAINING,01:19:00,5660,519,94,40,134,219,318,24,14,1243.7528082501863
2024.07.10,Justin Timberlake,FULL TRAINING,01:28:00,7490,1536,311,71,383,177,256,12,14,776.4790672251402
2024-06-21,Gerard Butler,FULL TRAINING,01:24:00,7668,194,90,89,110,234,173,5,4,641.1150796337236
2024-07-26,Leonardo DiCaprio,FULL TRAINING,01:34:00,5099,897,366,9,375,277,218,9,14,884.0228133856486
2025-04-07,Justin Timberlake,FULL TRAINING,01:09:00,5985,753,753,30,783,159,151,20,52,582.5171660579588
2025-03-25,Justin Timberlake,FULL TRAINING,01:31:00,3411,334,26,26,46,180,99,26,7,376.51150594521187
2025-05-03,Gerard Butler,OFFICIAL MATCH,01:32:00,10067,1747,520,331,851,620,736,20,156,1390.3816628630552
2024-07-26,Justin Timberlake,FULL TRAINING,00:39:00,2066,472,238,28,266,271,215,18,6,670.7069823380251
2024-11-22,Vin Diesel,FULL TRAINING,00:37:00,4803,371,305,13,319,354,502,48,10,379.2201973555216
2025.04.05,Leonardo DiCaprio,OFFICIAL MATCH,01:34:00,9164,1620,754,339,1093,546,678,13,65,1184.032606519609
2025-02-12,Robert Downey Jr.,FULL TRAINING,01:15:00,6689,620,93,70,164,193,108,9,32,272.4444900759933
2024-08-20,Gerard Butler,FULL TRAINING,01:23:00,11170,267,58,24,82,163,97,18,33,341.6591018722214
2025-03-05,Vin Diesel,FULL TRAINING,01:46:00,9574,578,577,26,604,240,174,11,2,1275.5837143458543
2024-11-14,Ryan Reynolds,FULL TRAINING,01:01:00,4638,242,371,371,381,146,140,38,3,0.0
2025-02-03,Jason Momoa,FULL TRAINING,01:41:00,8350,788,231,49,280,279,175,28,2,380.85059682522433
2024-09-20,John Cena,FULL TRAINING,00:57:00,5354,748,748,44,792,283,300,11,15,250.85006800510126
2025-05-16,Jamie Foxx,FULL TRAINING,01:22:00,8034,987,205,31,237,343,319,5,58,1084.6919080213233
2024.12.13,Ryan Reynolds,FULL TRAINING,01:10:00,6443,450,178,8,186,181,103,9,8,688.5534238867835
2024-06-18,Usain Bolt,FULL TRAINING,01:50:00,13652,569,123,88,211,220,269,20,11,631.8993077692368
2025-04-05,Justin Timberlake,OFFICIAL MATCH,01:27:00,9395,1292,698,279,977,339,320,45,73,1296.4037118084836
2025-03-12,Robert Downey Jr.,FULL TRAINING,01:36:00,7731,1710,619,42,661,220,242,24,16,960.3243641692025
2025.04.08,Jamie Foxx,FULL TRAINING,00:55:00,2118,1031,57,18,76,312,374,10,15,172.82469904453785
2024-10-04,Vin Diesel,FULL TRAINING,01:00:00,5343,151,40,7,48,216,196,30,13,211.4584382810478
2025-01-01,John Cena,FULL TRAINING,01:33:00,11129,697,168,57,226,328,359,11,33,842.5907740342118
2024-10-24,Usain Bolt,FULL TRAINING,00:56:00,4664,408,153,74,227,174,348,3,37,536.5935248113427
2025-03-27,George Clooney,FULL TRAINING,01:36:00,9288,496,290,17,307,429,602,24,6,480.8699494117066
2025-02-11,Mark Wahlberg,FULL TRAINING,00:59:00,2103,1076,562,10,573,182,217,15,29,828.8669080656057
2024-08-30,Jamie Foxx,FULL TRAINING,01:01:00,7685,949,262,6,269,161,227,16,9,396.78566413117744
2024-09-05,Ryan Reynolds,FULL TRAINING,01:41:00,7373,344,157,4,162,177,196,28,11,461.7089958928814
2024-07-29,Adam Sandler,FULL TRAINING,00:58:00,6065,612,80,79,121,142,132,4,9,996.3072870413258
2024-12-10,Cristiano Ronaldo,FULL TRAINING,01:48:00,9305,183,127,55,183,350,400,13,20,257.9350805302966
2025-01-09,Chris Hemsworth,FULL TRAINING,01:20:00,7013,742,174,37,212,221,253,23,17,749.4366328980759
2024-09-14,Cristiano Ronaldo,OFFICIAL MATCH,01:37:00,11230,1286,504,48,553,267,335,12,136,1413.450016444351
2024-08-23,Ryan Reynolds,FULL TRAINING,00:54:00,3169,258,167,10,178,268,209,13,4,669.1411976907302
2024-06-26,Ryan Reynolds,FULL TRAINING,01:02:00,4357,411,105,4,110,190,291,9,15,917.653650573312
2024-07-29,John Cena,FULL TRAINING,01:17:00,4987,241,212,211,265,82,111,9,9,273.94217799358944
2025-01-07,Jason Momoa,FULL TRAINING,01:09:00,5061,1112,185,44,229,355,413,13,21,933.8819557261099
2025-05-20,Gerard Butler,FULL TRAINING,01:09:00,4967,414,289,13,303,206,201,35,13,669.8344545901922
2024-06-24,Justin Timberlake,FULL TRAINING,01:31:00,8101,475,474,79,554,185,303,12,28,698.5570652176849
2025-03-03,Vin Diesel,FULL TRAINING,01:59:00,9004,769,381,21,403,389,421,17,6,899.1475918082434
2024-09-07,Robert Downey Jr.,OFFICIAL MATCH,01:41:00,11872,1817,440,65,505,281,271,21,61,1010.2230980255063
2025-01-08,George Clooney,FULL TRAINING,01:53:00,11949,620,158,95,254,249,101,17,79,856.2122560283642
2024-06-16,Mark Wahlberg,FULL TRAINING,01:05:00,2859,363,107,10,117,204,388,4,13,719.662535626851
2024-07-14,Leonardo DiCaprio,FULL TRAINING,01:07:00,4837,546,217,16,233,169,279,15,9,539.9993040234982
2024.10.18,Jamie Foxx,FULL TRAINING,00:48:00,4442,708,229,15,244,151,248,3,6,275.1958948168868
2024.11.01,Chris Hemsworth,FULL TRAINING,01:22:00,7498,694,62,13,76,179,136,47,2,706.8909401298993
2024-11-30,Usain Bolt,OFFICIAL MATCH,01:42:00,11799,1007,348,126,475,494,476,23,3,1412.9195568240598
2025-05-03,Leonardo DiCaprio,OFFICIAL MATCH,01:32:00,9372,2172,478,369,847,583,708,25,255,1146.9381566553288
2025.05.03,Usain Bolt,OFFICIAL MATCH,01:32:00,8328,1774,550,459,1010,559,765,84,43,1270.7442844195161
2025-04-23,Cristiano Ronaldo,FULL TRAINING,01:05:00,953,382,55,23,78,400,388,7,26,845.9003211721865
2025-01-01,Adam Sandler,FULL TRAINING,01:39:00,8087,1312,302,16,318,354,271,58,28,866.7771891336272
2025-04-10,Adam Sandler,FULL TRAINING,01:22:00,6704,252,125,47,173,191,141,19,11,960.1453583513804
2025.01.15,Usain Bolt,FULL TRAINING,01:32:00,10156,872,342,150,493,271,357,6,25,749.2556034562859
2024.09.18,Robert Downey Jr.,FULL TRAINING,00:27:00,2286,1038,386,20,406,283,373,9,59,798.425147081809
2025-03-24,Adam Sandler,FULL TRAINING,02:13:00,9154,603,603,21,624,304,140,12,22,442.1938732514484
2024.09.24,Jamie Foxx,FULL TRAINING,00:47:00,2290,807,254,7,262,222,170,4,66,866.4632212711269
2024-08-09,Mark Wahlberg,FULL TRAINING,01:10:00,3399,970,179,23,203,262,433,23,2,138.85488065751122
2025-04-02,Ryan Reynolds,FULL TRAINING,00:49:00,3579,455,103,17,121,318,364,6,9,566.9253381403018
2025-01-27,Cristiano Ronaldo,FULL TRAINING,01:53:00,9601,2323,141,34,175,139,197,58,2,975.9269380353419
2024-07-20,Justin Timberlake,OFFICIAL MATCH,01:16:00,9342,1840,522,163,686,516,560,24,11,1019.7241168734631
2024-08-10,Robert Downey Jr.,OFFICIAL MATCH,01:26:00,9691,1631,467,180,648,499,309,15,37,1060.5042703743482
2024-11-21,Usain Bolt,FULL TRAINING,01:07:00,7759,331,330,9,340,273,402,7,23,672.2611207896325
2024-10-10,Adam Sandler,FULL TRAINING,00:29:00,4475,517,173,101,275,205,113,26,12,597.2839295954634
2025-05-05,Adam Sandler,FULL TRAINING,01:36:00,3844,983,238,31,270,371,396,15,50,573.0237641194248
2025-01-27,Leonardo DiCaprio,FULL TRAINING,02:04:00,10148,1052,136,51,188,298,264,11,15,923.9354784023998
2025-01-29,John Cena,FULL TRAINING,01:42:00,7037,659,222,23,245,341,364,23,18,818.4937047215166
2025.03.01,Vin Diesel,OFFICIAL MATCH,01:34:00,9792,1608,820,393,1213,641,538,29,52,1531.6277499954329
2024-07-22,Robert Downey Jr.,FULL TRAINING,01:43:00,7081,267,54,8,62,316,365,17,12,714.6607903536776
2025-05-08,Justin Timberlake,FULL TRAINING,01:27:00,3019,1414,179,11,190,274,276,12,13,544.1964759173839
2024-11-15,Justin Timberlake,FULL TRAINING,01:19:00,2681,1270,141,53,195,80,132,3,6,483.06948424623505
2025-01-08,Adam Sandler,FULL TRAINING,02:01:00,11640,504,263,8,272,476,386,13,30,920.130447599599
2024.08.15,Mark Wahlberg,FULL TRAINING,01:07:00,4313,1090,38,37,44,134,142,62,6,794.8024583694838
2025-03-29,John Cena,OFFICIAL MATCH,01:31:00,9435,1647,725,108,833,545,537,62,90,985.7548843242732
2024-11-05,Ryan Reynolds,FULL TRAINING,01:12:00,4920,810,306,305,395,198,85,6,0,547.9960997570216
2025-04-21,Usain Bolt,FULL TRAINING,01:33:00,8714,647,369,141,511,312,268,46,94,483.8361142077931
2024-10-02,Leonardo DiCaprio,FULL TRAINING,00:37:00,905,996,166,9,175,261,202,12,12,484.0252496443976
2025-01-25,Justin Timberlake,OFFICIAL MATCH,01:39:00,11687,1936,763,365,1128,556,390,19,63,1179.1799613859284
2025-03-11,Ryan Reynolds,FULL TRAINING,01:22:00,5251,588,221,30,251,402,467,16,18,650.4738552646575
2024.10.08,Chris Hemsworth,FULL TRAINING,01:15:00,6028,418,274,9,283,262,408,13,9,816.4438591848293
2024-10-21,Jason Momoa,FULL TRAINING,01:49:00,7994,122,61,27,88,294,215,7,0,0.0
2025-04-19,George Clooney,OFFICIAL MATCH,01:31:00,10580,1390,904,264,1168,458,671,56,33,605.2772081878715
2024-10-07,Jamie Foxx,FULL TRAINING,01:09:00,4141,704,17,4,22,199,177,10,6,249.76452422448045
2025-01-13,Ryan Reynolds,FULL TRAINING,01:43:00,9254,486,105,98,203,268,180,11,23,649.898985724873
2024-07-01,George Clooney,FULL TRAINING,01:26:00,6598,808,75,27,103,282,421,23,116,672.2234267543965
2025-05-02,Usain Bolt,FULL TRAINING,01:18:00,9751,235,87,4,92,323,430,10,23,1101.014984623256
2024-08-17,Usain Bolt,OFFICIAL MATCH,01:35:00,11641,1041,663,179,842,264,112,22,18,973.545708139788
2024-12-04,Ryan Reynolds,FULL TRAINING,01:19:00,5456,1544,154,50,205,280,286,12,19,512.8716562861
2024-09-03,John Cena,FULL TRAINING,01:08:00,6325,798,55,7,62,190,289,16,1,822.6774279867661
2024-11-04,Jason Momoa,FULL TRAINING,01:22:00,7660,333,333,11,345,245,198,13,25,650.9706965527241
2024-09-24,Jason Momoa,FULL TRAINING,01:18:00,6980,643,19,4,24,207,231,5,1,618.0109041804021
2024.08.08,Gerard Butler,FULL TRAINING,01:29:00,9515,126,116,34,150,227,49,11,2,58.74658697777778
2024.08.15,Cristiano Ronaldo,FULL TRAINING,00:57:00,1132,1038,209,175,384,321,262,15,0,424.13745482640394
2024.10.25,John Cena,FULL TRAINING,01:03:00,5769,272,55,16,72,249,308,3,17,537.6807283692215
2024-10-23,Jason Momoa,FULL TRAINING,00:32:00,3822,728,639,195,834,107,130,5,15,995.2399028751834
2024-08-10,Cristiano Ronaldo,OFFICIAL MATCH,01:10:00,6657,1322,1337,1336,2010,414,268,60,23,722.2862313276535
2024-08-24,Jamie Foxx,OFFICIAL MATCH,01:44:00,11576,1779,247,228,475,317,499,38,49,1321.3864437878747
2025-04-10,Justin Timberlake,FULL TRAINING,01:07:00,5076,454,308,11,320,261,199,24,124,650.368766172816
2025-01-10,Jason Momoa,FULL TRAINING,01:36:00,5801,1618,251,124,376,275,98,13,36,625.4352144040325
2024-10-10,John Cena,FULL TRAINING,01:19:00,5747,1303,411,4,416,298,211,44,28,747.0322125620678
2025-02-14,Jamie Foxx,FULL TRAINING,01:15:00,8118,667,262,53,316,322,380,14,5,868.0288811415735
2024.10.26,Leonardo DiCaprio,OFFICIAL MATCH,01:36:00,11134,1375,736,257,994,314,234,26,28,804.2146801232965
2025-05-05,Usain Bolt,FULL TRAINING,01:32:00,6400,5135,307,41,349,212,206,9,5,896.4724308529838
2024-06-26,John Cena,FULL TRAINING,01:11:00,3029,407,177,12,189,271,299,19,42,766.1065340050922
2024-09-06,John Cena,FULL TRAINING,01:07:00,7245,711,96,6,102,339,385,9,2,467.9490659444415
2025-04-30,John Cena,FULL TRAINING,01:41:00,9730,1218,171,170,284,263,226,24,6,423.4053369748589
2025-02-19,John Cena,FULL TRAINING,01:10:00,2903,240,467,466,586,107,60,18,17,601.190167339232
2024-10-19,Usain Bolt,OFFICIAL MATCH,01:31:00,8812,1449,573,230,804,362,239,33,10,1346.846056716364
2025.02.01,Justin Timberlake,OFFICIAL MATCH,01:21:00,8559,1303,871,415,1286,519,444,23,54,1354.8559705027737
2024-09-16,Adam Sandler,FULL TRAINING,00:57:00,6222,672,72,6,78,254,343,9,23,200.5967597080101
2024-06-26,Chris Hemsworth,FULL TRAINING,01:22:00,7866,214,111,9,121,351,329,28,41,813.0365658901214
2024.08.27,John Cena,FULL TRAINING,00:59:00,10356,548,79,38,118,108,217,8,8,532.4817695076218
2025-04-28,Ryan Reynolds,FULL TRAINING,01:47:00,6412,1296,316,168,485,261,242,7,9,649.5500956427526
2025-04-22,George Clooney,FULL TRAINING,01:27:00,7017,935,123,122,181,278,173,10,6,315.0380182146551
2025-05-19,Gerard Butler,FULL TRAINING,01:36:00,6031,463,196,4,201,207,186,22,66,919.4536592274295
2024-08-26,Usain Bolt,FULL TRAINING,00:48:00,6275,427,22,21,39,355,303,6,21,448.41405273081773
2024-07-23,John Cena,FULL TRAINING,01:16:00,12298,636,247,64,311,184,166,12,32,842.6145613636658
2024-07-13,John Cena,OFFICIAL MATCH,01:40:00,10220,1586,1346,305,1651,287,202,52,29,1103.2062150247689
2024-06-19,George Clooney,FULL TRAINING,01:26:00,8065,846,194,1,196,311,337,38,30,810.8870782463514
2024-10-07,Usain Bolt,FULL TRAINING,01:20:00,4744,106,27,19,46,202,192,12,14,546.868455697193
2024-09-20,Vin Diesel,FULL TRAINING,00:32:00,0,742,126,18,144,263,306,15,5,537.2398073300923
2024-09-10,Adam Sandler,FULL TRAINING,00:55:00,1281,491,232,28,260,137,212,3,103,630.4356159359118
2024-11-05,Chris Hemsworth,FULL TRAINING,00:53:00,7296,3344,67,7,75,186,159,9,8,170.92085259670682
2024-10-24,John Cena,FULL TRAINING,01:22:00,7256,625,617,8,625,100,189,3,2,740.7492546211084
2024.06.15,Adam Sandler,OFFICIAL MATCH,01:43:00,10257,1095,625,573,1199,645,675,27,174,1731.179832260434
2025-01-03,Chris Hemsworth,FULL TRAINING,01:42:00,6887,3381,720,155,876,302,368,8,5,829.440648639422
2025-04-03,Jason Momoa,FULL TRAINING,01:05:00,4363,1261,1260,5,1266,349,250,27,16,539.1891888396138
2024-10-19,Gerard Butler,OFFICIAL MATCH,01:14:00,7792,1138,456,33,490,380,262,81,50,1496.4530742600773
2024-09-16,Gerard Butler,FULL TRAINING,01:07:00,4954,1055,89,70,160,249,281,17,39,586.6369095468083
2024-08-31,George Clooney,OFFICIAL MATCH,01:42:00,10083,1361,1178,515,1694,229,325,11,31,1328.739174554978
2025.01.18,George Clooney,OFFICIAL MATCH,01:36:00,10482,1519,469,468,904,731,749,41,14,1614.4416139521377
2025-04-08,Robert Downey Jr.,FULL TRAINING,01:28:00,5828,529,528,45,573,253,223,31,38,511.56389298595866
2025-04-08,Vin Diesel,FULL TRAINING,01:15:00,6761,595,342,42,384,297,372,15,21,703.8623897578062
2025.03.19,Ryan Reynolds,FULL TRAINING,00:45:00,873,936,363,31,395,386,351,23,11,1136.1259135483765
2024.10.26,Justin Timberlake,OFFICIAL MATCH,01:36:00,12766,1658,431,166,598,349,398,22,123,1066.7289339503102
2024-08-17,Cristiano Ronaldo,OFFICIAL MATCH,01:13:00,8163,770,457,94,551,456,321,22,5,1104.0703676186254
2024-06-19,Gerard Butler,FULL TRAINING,01:29:00,7424,774,98,16,114,245,114,24,6,605.6415968908466
2024-09-18,Gerard Butler,FULL TRAINING,00:52:00,7249,250,250,10,260,317,367,15,25,706.1118597916485
2025-02-20,Adam Sandler,FULL TRAINING,01:33:00,10572,743,202,39,242,178,176,18,7,426.90295287485435
2025-02-03,Gerard Butler,FULL TRAINING,01:26:00,9328,732,198,53,252,269,180,8,6,342.55785142436997
2024.09.16,Chris Hemsworth,FULL TRAINING,01:17:00,3958,199,119,1,120,204,232,31,28,368.30206171202224
2024.10.23,Chris Hemsworth,FULL TRAINING,00:44:00,2746,839,110,12,122,256,305,5,15,446.97425445251105
2024.10.30,Adam Sandler,FULL TRAINING,01:17:00,7427,820,511,27,539,402,389,3,13,810.9774786548196
2025.02.12,Ryan Reynolds,FULL TRAINING,01:47:00,6421,366,167,9,177,296,285,22,2,1024.8484901160114
2024-10-04,George Clooney,FULL TRAINING,01:00:00,1443,567,58,36,94,246,43,10,3,576.645796275736
2024-07-27,Chris Hemsworth,OFFICIAL MATCH,01:21:00,7880,2409,664,265,930,705,436,29,62,1175.7254681112788
2025-04-09,Jamie Foxx,FULL TRAINING,00:49:00,6499,543,139,60,200,236,118,7,37,727.2924063310243
2024-06-16,Justin Timberlake,FULL TRAINING,01:46:00,10110,611,143,43,186,299,460,18,6,499.05437579835433
2024.08.31,Usain Bolt,OFFICIAL MATCH,01:42:00,8974,1587,877,100,977,267,245,17,31,1005.368068236367
2024-06-18,George Clooney,FULL TRAINING,00:52:00,2007,2045,117,8,125,311,355,17,31,912.9087650505609
2025-05-19,Jason Momoa,FULL TRAINING,01:03:00,6921,632,406,62,469,354,271,13,29,436.7992991514261
2024-08-12,Cristiano Ronaldo,FULL TRAINING,00:57:00,5509,80,79,18,97,263,359,9,2,744.3340612042865
2024-09-26,John Cena,FULL TRAINING,01:00:00,4647,606,247,26,273,161,158,24,4,548.3702808567227
2025-02-05,Robert Downey Jr.,FULL TRAINING,01:29:00,12085,891,120,55,176,229,280,28,14,735.5804032298895
2025-02-10,Vin Diesel,FULL TRAINING,01:09:00,3056,995,236,130,367,302,176,11,37,772.937957344338
2024-08-13,George Clooney,FULL TRAINING,00:59:00,2085,729,104,104,188,211,296,9,4,456.7370432157441
2025-01-17,Justin Timberlake,FULL TRAINING,01:33:00,8678,1199,325,34,360,344,267,43,4,730.1150937811642
2025-05-19,Ryan Reynolds,FULL TRAINING,01:23:00,5577,709,107,37,144,323,187,11,42,702.599697332566
2024-07-09,Adam Sandler,FULL TRAINING,01:22:00,7921,1560,54,10,64,152,0,2,0,526.4032869151345
2024.09.11,Robert Downey Jr.,FULL TRAINING,01:28:00,6083,81,32,14,47,255,350,47,35,717.0618288004166
2024.11.27,Leonardo DiCaprio,FULL TRAINING,01:10:00,2828,790,38,4,42,181,222,10,19,640.443118493855
2024-07-01,Usain Bolt,FULL TRAINING,01:07:00,1470,266,113,25,138,366,376,6,1,0.0
2025-01-15,George Clooney,FULL TRAINING,01:35:00,9118,1447,227,226,358,481,484,14,117,603.0627780964476
2024-08-24,Robert Downey Jr.,OFFICIAL MATCH,01:12:00,7492,1294,670,669,1202,411,368,22,42,721.7380700673826
2025-05-10,Jamie Foxx,OFFICIAL MATCH,01:31:00,10070,951,577,137,714,466,518,26,40,1651.8220573443891
2024-11-20,Chris Hemsworth,FULL TRAINING,01:09:00,4595,400,58,2,61,285,275,12,39,697.7070993553614
2024-08-16,Leonardo DiCaprio,FULL TRAINING,01:19:00,8002,777,248,11,260,341,511,8,13,611.4398742365838
2025-01-24,Chris Hemsworth,FULL TRAINING,01:38:00,6725,640,85,25,111,323,200,10,11,527.0352169909888
2025-02-01,Vin Diesel,OFFICIAL MATCH,01:44:00,10734,1533,449,324,774,489,708,21,50,1302.6208114332087
2025-02-28,Ryan Reynolds,FULL TRAINING,01:01:00,2182,804,111,23,135,210,305,56,193,480.5238268611728
2024.06.27,Jamie Foxx,FULL TRAINING,01:37:00,6693,553,141,3,144,207,58,6,25,988.1883023601606
2025-05-22,Jamie Foxx,FULL TRAINING,01:36:00,6019,105,105,33,138,226,171,19,171,755.044145900532
2025.02.22,Justin Timberlake,OFFICIAL MATCH,01:40:00,12605,1946,545,253,799,410,475,67,9,838.4437178861692
2024-10-04,Gerard Butler,FULL TRAINING,01:08:00,5685,1477,259,74,333,221,179,20,63,0.0
2025-05-22,Chris Hemsworth,FULL TRAINING,01:42:00,7470,985,185,7,193,321,387,17,1,590.0879168669499
2024-07-04,Usain Bolt,FULL TRAINING,01:08:00,4805,939,85,54,139,374,428,10,20,826.0021226780697
2024.10.25,Leonardo DiCaprio,FULL TRAINING,00:47:00,5887,745,48,24,72,225,330,6,12,435.11988043180827
2024-10-07,Robert Downey Jr.,FULL TRAINING,01:19:00,7883,899,179,48,227,208,274,38,10,817.5218588455473
2024-09-02,John Cena,FULL TRAINING,01:04:00,9504,506,38,4,42,218,198,3,2,614.8880526221698
2024-08-22,Adam Sandler,FULL TRAINING,01:22:00,9639,304,55,5,61,326,223,10,13,635.438817374498
2024-07-03,John Cena,FULL TRAINING,01:23:00,9409,606,147,69,216,229,366,10,66,542.4293522738217
